,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Team,H/A/N,Conference,Opponent,Opponent Conference,Date,Location,Attendance,Non Conference Game,Neutral Site Game,Road Game,Top 25 Opponent,March Madness Opponent,NCON MM,Mid Major Opponent,Opponent Wins,Opponent Losses,Opponent Win Percentage,Opponent Won More than 20,Opponent Lost more than 15,Record Differential,Record Differential Squared,Win Differential Squared,SM,Line,(SM+Line)^2,(SM+Line+10)^2,Cover Spread,Largest Lead,Largest Deficit,Volatility,Lost as Favorite,Won as Underdog,Tournament Caliber Game ,Win Game within 8,Under .500 Opp min 5 games,15+ Win Within .150 WD min 5g,No double digit lead,Above 5 and below 15 leads,Beat line by double digits,Won by 20 against over .500 team,Within 10 line,Line over 20,Over/Under Line,Total Points,Player Points given up,Opp Coach Value,Opp Historical Value,Standard Point,Game Coding,Potential Game Coding Next Season,Personal Score Thought,"THINK ABOUT ON THE ROAD FAVORITES, within 10 line, 20+ line, power conference vs power conference, actually name the conference for opponent, road x conference, add attendance back,  ranked opponents, top 5, top 10, (sm+line+10)^2 vs ranked, lead/deficit both within 15, both l/d between 7-15, wins by top 25 opponent, actively in bracketology?, power non conference road game, add opponent coach rating",SOS Median,SOS Min,SOS Max,SOS STDEV,SOS SUM
,Michigan,HOME,Big Ten,TCU,Big 12,"Nov 15, 2024","Ann Arbor, MI","12,707",1,0,0,0,1,1,1,3,0,1,0,0,-0.5,-0.25,4,12,-7.5,20.25,210.25,1,12,1,12,0,0,0,0,0,0,0,0,1,0,1,0,151.5,140,0,74.7710479974,34.485,1,112,22112,40,,25.007884479974,25.007884479974,25.007884479974,25.007884479974,25.007884479974
Michigan St.,,,,,,,,,,,,,,,1,1,,,,,,,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48337870072835,-27.0629917957359,18.1279049175137,22.1113070676185,-1.9683294767655
,Michigan St.,HOME,Big Ten,Monmouth,CAA,"Nov 4, 2024","East Lansing, MI","14,797",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,-19.5,20.25,210.25,1,24,0,0,0,0,0,0,0,1,0,0,1,0,0,0,143.5,138,0,196.098720072835,75.472,1,112,21112,40,,17.3109592007284,17.3109592007284,17.3109592007284,17.3109592007284,17.3109592007284
,Michigan St.,HOME,Big Ten,Niagara,MAAC,"Nov 7, 2024","East Lansing, MI","14,797",1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,36,-29.5,42.25,272.25,1,38,7,266,0,0,0,0,0,1,0,0,1,0,0,1,144.5,156,0,196.098720072835,75.472,1,112,21112,20,,-10.3442017992717,-10.3442017992717,-10.3442017992717,-10.3442017992717,-10.3442017992717
,Michigan St.,HOME,Big Ten,Bowling Green,MAC,"Nov 16, 2024","East Lansing, MI","14,797",1,0,0,0,0,0,1,1,2,0.333333333333333,0,0,0.333333333333334,0.111111111111112,-1,14,-21.5,-56.25,6.25,0,14,12,168,0,0,0,0,0,0,0,1,0,0,0,1,150.5,158,0,306.487275981968,75.472,1,112,21112,15,,-27.0629917957359,-27.0629917957359,-27.0629917957359,-27.0629917957359,-27.0629917957359
,Michigan St.,NEUTRAL,Big Ten,Kansas,Big 12,"Nov 12, 2024","Atlanta, GA",0,1,1,0,1,1,1,1,2,0,1,0,0,0,0,0,-8,5.5,-6.25,56.25,0,2,10,20,0,0,0,0,0,0,0,0,0,0,1,0,150.5,146,0,306.508491751368,75.472,1,322,22322,15,,18.1279049175137,18.1279049175137,18.1279049175137,18.1279049175137,18.1279049175137
Middle Tennessee,,,,,,,,,,,,,,,1,1,,,,,,,-1.66666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6731626125967,-65.3386530620153,120.344813258487,93.2357025701147,67.6793228090684
,Middle Tennessee,HOME,CUSA,Evansville,Missouri Valley,"Nov 13, 2024","Murfreesboro, TN","3,509",1,0,0,0,0,0,1,1,1,0.5,0,0,0.5,0.25,-1,17,-10.5,42.25,272.25,1,19,5,95,0,0,0,0,0,0,0,0,1,0,0,0,144.5,143,0,11.9609612596667,19.369,1,112,21112,20,,12.6731626125967,12.6731626125967,12.6731626125967,12.6731626125967,12.6731626125967
,Middle Tennessee,HOME,CUSA,Murray St.,Missouri Valley,"Nov 16, 2024","Murfreesboro, TN","3,812",1,0,0,0,0,0,1,1,1,0.5,0,0,0.5,0.25,-4,-21,-4.5,-650.25,-240.25,0,9,21,189,1,0,0,0,0,0,0,0,0,0,1,0,145.5,155,0,12.0250937984667,19.369,1,112,21112,12,,-65.3386530620153,-65.3386530620153,-65.3386530620153,-65.3386530620153,-65.3386530620153
,Middle Tennessee,AWAY,CUSA,Abilene Christian,WAC,"Nov 9, 2024","Abilene, TX",1434,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,23,4.5,756.25,1406.25,1,29,6,174,0,1,0,0,0,1,0,0,1,0,1,0,146.5,135,0,8.02562584873333,19.369,1,212,21212,38,,120.344813258487,120.344813258487,120.344813258487,120.344813258487,120.344813258487
Milwaukee,,,,,,,,,,,,,,,1,1.5,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66409070761022,2.05274031909422,3.27544109612622,0.864580010801388,5.32818141522044
,Milwaukee,AWAY,Horizon,Longwood,Big South,"Nov 13, 2024","Farmville, VA",0,1,0,1,0,1,1,1,2,0,1,0,0,-0.5,-0.25,1,-14,3.5,-110.25,-0.25,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,154.5,138,0,38.5743096126222,23.636,1,212,22212,20,,3.27544109612622,3.27544109612622,3.27544109612622,3.27544109612622,3.27544109612622
,Milwaukee,AWAY,Horizon,Northern Iowa,Missouri Valley,"Nov 7, 2024","Cedar Falls, IA","3,247",1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,-19,6.5,-156.25,-6.25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,157.5,155,0,38.5647319094222,23.636,1,212,21212,22,,2.05274031909422,2.05274031909422,2.05274031909422,2.05274031909422,2.05274031909422
Minnesota,,,,,,,,,,,,,,,1,1.5,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.50444376971678,-20.35911744453,22.293398739192,17.6243954879437,-3.07460624477156
,Minnesota,HOME,Big Ten,Nebraska Omaha,Summit,"Nov 9, 2024","Minneapolis, MN",8019,1,0,0,0,0,0,1,2,0,1,0,0,0,0,1,4,-20.5,-272.25,-42.25,0,6,6,36,0,0,0,1,0,0,1,1,0,0,0,1,144.5,132,0,30.038355547,2.603,1,112,21112,5,,-20.35911744453,-20.35911744453,-20.35911744453,-20.35911744453,-20.35911744453
,Minnesota,HOME,Big Ten,Oral Roberts,Summit,"Nov 6, 2024","Minneapolis, MN",6975,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,-15.5,56.25,306.25,1,28,0,0,0,0,0,0,0,1,0,0,1,0,0,0,146.5,137,0,21.2474739192,2.603,1,112,21112,30,,22.293398739192,22.293398739192,22.293398739192,22.293398739192,22.293398739192
,Minnesota,HOME,Big Ten,North Texas,American,"Nov 13, 2024","Minneapolis, MN","7,743",1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,-3,-2.5,-30.25,20.25,0,1,11,11,1,0,0,0,0,0,0,0,0,0,1,0,129.5,105,0,30.2358443506,2.603,1,112,21112,15,,-4.761375556494,-4.761375556494,-4.761375556494,-4.761375556494,-4.761375556494
,Minnesota,HOME,Big Ten,Yale,Ivy,"Nov 16, 2024","Minneapolis, MN","8,205",1,0,0,0,1,1,1,2,2,0.5,0,0,0.166666666666667,0.0277777777777779,0,3,-4.5,-2.25,72.25,0,6,14,84,0,0,0,1,0,0,0,1,0,0,1,0,138.5,115,0,30.0994572616,2.603,1,112,22112,35,,-0.247511982939555,-0.247511982939555,-0.247511982939555,-0.247511982939555,-0.247511982939555
Mississippi,,,,,,,,,,,,,,,1,1.25,,,,,,,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.249314601948,-41.974732195948,43.611972605376,35.8011904029959,-22.861388794468
,Mississippi,HOME,SEC,LIU,NEC,"Nov 4, 2024","Oxford, MS","7,982",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,-29.5,0.25,110.25,1,32,3,96,0,0,0,0,0,1,0,0,0,0,0,1,149.5,150,0,103.439959139,-2.457,1,112,21112,10,,-14.68475740861,-14.68475740861,-14.68475740861,-14.68475740861,-14.68475740861
,Mississippi,HOME,SEC,Grambling St.,SWAC,"Nov 8, 2024","Oxford, MS","7,314",1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,2,-23.5,-462.25,-132.25,0,11,12,132,0,0,0,1,0,0,0,1,0,0,0,1,142.5,130,0,136.4241804052,-2.457,1,112,22112,-20,,-41.974732195948,-41.974732195948,-41.974732195948,-41.974732195948,-41.974732195948
,Mississippi,HOME,SEC,South Alabama,Sun Belt,"Nov 12, 2024","Oxford, MS",4033,1,0,0,0,0,0,1,1,1,0.5,0,0,0.5,0.25,-1,10,-17.5,-56.25,6.25,0,14,2,28,0,0,0,0,0,0,0,0,0,0,0,0,145.5,118,0,136.4792204714,-2.457,1,112,21112,5,,-9.813871795286,-9.813871795286,-9.813871795286,-9.813871795286,-9.813871795286
,Mississippi,NEUTRAL,SEC,Colorado St.,Mountain West,"Nov 16, 2024","Southaven, MS","1,652",1,1,0,0,1,1,1,3,0,1,0,0,0,0,0,15,-5.5,90.25,380.25,1,24,0,0,0,0,0,0,0,1,0,0,1,0,1,0,140.5,153,0,136.5342605376,-2.457,1,312,22312,35,,43.611972605376,43.611972605376,43.611972605376,43.611972605376,43.611972605376
Mississippi St.,,,,,,,,,,,,,,,1,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4799938425861,-15.146123276984,33.742969322354,21.1059417721627,43.5568337305422
,Mississippi St.,HOME,SEC,West Georgia,ASUN,"Nov 4, 2024","Starkville, MS",9125,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35,-25.5,90.25,380.25,1,40,0,0,0,0,0,0,0,1,0,0,1,0,0,1,145.5,155,0,73.0693962156222,43.159,1,112,21112,20,,20.5790139621562,20.5790139621562,20.5790139621562,20.5790139621562,20.5790139621562
,Mississippi St.,HOME,SEC,Georgia St.,Sun Belt,"Nov 8, 2024","Starkville, MS",8726,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,35,-23.5,132.25,462.25,1,43,0,0,0,0,0,0,0,1,0,0,1,0,0,1,148.5,167,0,102.7002322354,43.159,1,112,21112,25,,33.742969322354,33.742969322354,33.742969322354,33.742969322354,33.742969322354
,Mississippi St.,HOME,SEC,Southeastern Louisiana,Southland,"Nov 12, 2024","Starkville, MS","8,744",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,-25.5,-20.25,30.25,0,21,2,42,0,0,0,0,0,1,0,0,0,0,0,1,151.5,139,0,102.7552723016,43.159,1,112,21112,0,,-15.146123276984,-15.146123276984,-15.146123276984,-15.146123276984,-15.146123276984
,Mississippi St.,NEUTRAL,SEC,Utah,Big 12,"Nov 17, 2024","Southaven, MS",2595,1,1,0,0,0,0,1,3,0,1,0,0,0,0,0,5,-5.5,-0.25,90.25,0,7,11,77,0,0,0,1,0,0,0,1,0,0,1,0,151.5,151,0,102.7552723016,43.159,1,312,21312,40,,4.380973723016,4.380973723016,4.380973723016,4.380973723016,4.380973723016
Mississippi Valley St.,,,,,,,,,,,,,,,0.333333333333333,1.33333333333333,,,,,,,0.666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5618090701611,-115.018297739108,60.5392700592327,92.0150552543935,-33.9172186097142
,Mississippi Valley St.,AWAY,SWAC,Iowa St.,Big 12,"Nov 4, 2024","Ames, IA","13,616",1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,-39,45.5,42.25,272.25,1,0,42,0,0,0,0,0,0,0,0,0,1,0,0,1,134.5,127,0,-46.9662940767333,3.062,1,222,22222,0,,60.5392700592327,60.5392700592327,60.5392700592327,60.5392700592327,60.5392700592327
,Mississippi Valley St.,AWAY,SWAC,Missouri,SEC,"Nov 14, 2024","Columbia, MO","8,889",1,0,1,0,0,0,0,2,1,0.666666666666667,0,0,-0.166666666666667,-0.0277777777777779,1,-72,32.5,-1560.25,-870.25,0,2,76,152,0,0,0,0,0,0,0,0,0,0,0,1,140.5,150,0,-69.4128850219333,3.062,1,211,21211,-200,,-115.018297739108,-115.018297739108,-115.018297739108,-115.018297739108,-115.018297739108
,Mississippi Valley St.,AWAY,SWAC,Texas,SEC,"Nov 16, 2024","Austin, TX","10,457",1,0,1,0,1,1,0,2,1,0.666666666666667,0,0,-0.333333333333334,-0.111111111111112,1,-46,43.5,-6.25,56.25,0,2,46,92,0,0,0,0,0,0,0,0,0,0,0,1,141.5,132,0,-69.3669374283333,3.062,1,211,22211,-10,,20.5618090701611,20.5618090701611,20.5618090701611,20.5618090701611,20.5618090701611
Missouri,,,,,,,,,,,,,,,1,0.5,,,,,,,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.76717632232669,-31.6977360351807,153.07094646319,85.8902825083368,101.838857783356
,Missouri,HOME,SEC,Howard,MEAC,"Nov 8, 2024","Columbia, MO","11,044",1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,15,-18.5,-12.25,42.25,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,152.5,139,0,28.6330167559333,12.365,1,112,22112,25,,-2.76883583244067,-2.76883583244067,-2.76883583244067,-2.76883583244067,-2.76883583244067
,Missouri,AWAY,SEC,Memphis,American,"Nov 4, 2024","Memphis, TN",11709,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-8,3.5,-20.25,30.25,0,14,12,168,0,0,0,0,0,0,0,1,0,0,1,0,154.5,158,0,31.8916187787333,12.365,1,212,21212,15,,-16.7655168122127,-16.7655168122127,-16.7655168122127,-16.7655168122127,-16.7655168122127
,Missouri,HOME,SEC,Mississippi Valley St.,SWAC,"Nov 14, 2024","Columbia, MO","8,889",1,0,0,0,0,0,1,1,1,0.5,0,0,0.166666666666667,0.0277777777777779,-1,72,-32.5,1560.25,2450.25,1,76,2,152,0,0,0,0,0,1,0,0,1,0,0,1,140.5,150,0,36.7330018746,12.365,1,112,21112,20,,153.07094646319,153.07094646319,153.07094646319,153.07094646319,153.07094646319
,Missouri,HOME,SEC,Eastern Washington,Big Sky,"Nov 11, 2024","Columbia, MO","8,912",1,0,0,0,0,0,1,1,1,0.5,0,0,0,0,0,7,-21.5,-210.25,-20.25,0,15,8,120,0,0,0,1,0,0,0,1,0,0,0,1,156.5,161,0,31.9011964819333,12.365,1,112,21112,0,,-31.6977360351807,-31.6977360351807,-31.6977360351807,-31.6977360351807,-31.6977360351807
Missouri St.,,,,,,,,,,,,,,,0.5,1.5,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4821072407911,26.3060411213391,44.6581733602431,12.9769171553613,70.9642144815822
,Missouri St.,AWAY,Missouri Valley,Butler,Big East,"Nov 4, 2024","Indianapolis, IN","7,887",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-7,16.5,90.25,380.25,1,5,12,60,0,0,0,0,0,0,0,1,1,0,0,0,140.5,137,0,27.2068360243065,19.837,1,211,21211,30,,44.6581733602431,44.6581733602431,44.6581733602431,44.6581733602431,44.6581733602431
,Missouri St.,HOME,Missouri Valley,Tulsa,American,"Nov 16, 2024","Springfield, MO","2,364",1,0,0,0,0,0,1,3,0,1,0,0,-0.5,-0.25,4,5,1.5,42.25,272.25,1,15,5,75,0,1,0,1,0,0,0,1,1,0,1,0,143.5,217,0,24.0149121339065,19.837,1,112,21112,30,,26.3060411213391,26.3060411213391,26.3060411213391,26.3060411213391,26.3060411213391
Monmouth,,,,,,,,,,,,,,,0.25,1,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1140317022206,-17.4686464777794,49.6956341244126,30.9304919906218,34.4550510510744
,Monmouth,AWAY,CAA,Michigan St.,Big Ten,"Nov 4, 2024","East Lansing, MI","14,797",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-24,19.5,-20.25,30.25,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,143.5,138,0,14.0039581124571,16.097,1,211,22211,25,,15.0707835811246,15.0707835811246,15.0707835811246,15.0707835811246,15.0707835811246
,Monmouth,HOME,CAA,Temple,SEC,"Nov 8, 2024","Trenton, NJ","2,247",1,0,0,0,0,0,0,1,0,1,0,0,-1,-1,1,-29,6.5,-506.25,-156.25,0,0,37,0,0,0,0,0,0,0,0,0,0,0,1,0,148.5,177,0,12.4410522220571,16.097,1,111,21111,-10,,-17.4686464777794,-17.4686464777794,-17.4686464777794,-17.4686464777794,-17.4686464777794
,Monmouth,AWAY,CAA,Northern Illinois,MAC,"Nov 12, 2024","Dekalb, IL","1,033",1,0,1,0,0,0,1,1,1,0.5,0,0,-0.5,-0.25,1,-13,1.5,-132.25,-2.25,0,4,19,76,0,0,0,0,0,0,0,0,0,0,1,0,147.5,145,0,12.4046823316571,16.097,1,212,21212,5,,-12.8427201766834,-12.8427201766834,-12.8427201766834,-12.8427201766834,-12.8427201766834
,Monmouth,AWAY,CAA,Rutgers,Big Ten,"Nov 15, 2024","Piscataway, NJ","8,000",1,0,1,1,0,0,0,2,0,1,0,0,-1,-1,4,-17,21.5,20.25,210.25,1,0,24,0,0,0,0,0,0,0,0,0,1,0,0,1,147.5,179,0,12.3683124412571,16.097,1,221,21221,10,,49.6956341244126,49.6956341244126,49.6956341244126,49.6956341244126,49.6956341244126
Montana,,,,,,,,,,,,,,,0,2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5814880915964,13.5814880915964,13.5814880915964,–,13.5814880915964
,Montana,AWAY,Big Sky,Tennessee,SEC,"Nov 13, 2024","Knoxville, TN","16,916",1,0,1,1,1,1,0,2,0,1,0,0,-0.333333333333333,-0.111111111111111,0,-35,25.5,-90.25,0.25,0,1,38,38,0,0,0,0,0,0,0,0,0,0,0,1,141.5,149,0,34.0504647152,26.771,1,221,22221,0,,13.5814880915964,13.5814880915964,13.5814880915964,13.5814880915964,13.5814880915964
Montana St.,,,,,,,,,,,,,,,0.666666666666667,1.33333333333333,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.331020120604,-13.16519102613,41.392516273274,27.4182496319317,37.558345367748
,Montana St.,AWAY,Big Sky,Wisconsin,Big Ten,"Nov 7, 2024","Madison, WI",13554,1,0,1,0,1,1,0,1,0,1,0,0,-1,-1,1,-12,16.5,20.25,210.25,1,3,17,51,0,0,0,0,0,0,0,0,1,0,0,0,146.5,146,0,27.9133273274,49.273,1,211,22211,20,,41.392516273274,41.392516273274,41.392516273274,41.392516273274,41.392516273274
,Montana St.,AWAY,Big Sky,Wichita St.,American,"Nov 9, 2024","Wichita, KS",6179,1,0,1,0,0,0,1,1,0,1,0,0,-1,-1,1,-20,9.5,-110.25,-0.25,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,151.5,158,0,24.3486120604,49.273,1,212,21212,20,,9.331020120604,9.331020120604,9.331020120604,9.331020120604,9.331020120604
,Montana St.,AWAY,Big Sky,Denver,Summit,"Nov 17, 2024","Denver, CO",851,1,0,1,0,0,0,1,2,2,0.5,0,0,-0.166666666666667,-0.0277777777777779,1,-1,-5.5,-42.25,12.25,0,3,21,63,1,0,0,0,0,0,0,0,0,0,1,0,148.5,157,0,23.963697387,49.273,1,212,21212,35,,-13.16519102613,-13.16519102613,-13.16519102613,-13.16519102613,-13.16519102613
Morehead St.,,,,,,,,,,,,,,,0.666666666666667,0.333333333333333,,,,,,,-0.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.51084383078,-6.17292163530067,30.30804747078,18.6291563181161,29.6459696662593
,Morehead St.,AWAY,Ohio Valley,Louisville,ACC,"Nov 4, 2024","Louisville, KY","14,612",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-10,7.5,-6.25,56.25,0,3,12,36,0,0,0,0,0,0,0,0,0,0,1,0,142.5,132,0,-6.783716922,44.016,1,211,21211,0,,5.51084383078,5.51084383078,5.51084383078,5.51084383078,5.51084383078
,Morehead St.,AWAY,Ohio Valley,Cincinnati,Big 12,"Nov 8, 2024","Cincinnati, OH","10,604",1,0,1,1,0,0,1,1,0,1,0,0,-0.5,-0.25,0,-27,27.5,0.25,110.25,1,1,34,34,0,0,0,0,0,0,0,0,0,0,0,1,143.5,139,0,-8.310252922,44.016,1,222,21222,5,,30.30804747078,30.30804747078,30.30804747078,30.30804747078,30.30804747078
,Morehead St.,AWAY,Ohio Valley,Chattanooga,Southern,"Nov 14, 2024","Chattanooga, TN","2,867",1,0,1,0,0,0,1,0,3,0,0,0,0.333333333333333,0.111111111111111,-1,-14,11.5,-6.25,56.25,0,8,17,136,0,0,0,0,0,0,0,0,0,0,0,0,142.5,138,0,4.65606980326666,44.016,1,212,21212,25,,-6.17292163530067,-6.17292163530067,-6.17292163530067,-6.17292163530067,-6.17292163530067
Morgan St.,,,,,,,,,,,,,,,1,0.333333333333333,,,,,,,-1.66666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.738238077667714,-30.0885075580403,3.21645814371771,18.5546515353055,-26.1338113366549
,Morgan St.,HOME,MEAC,Mercyhurst,NEC,"Nov 6, 2024","Baltimore, MD",2345,1,0,0,0,0,0,1,0,1,0,0,0,1,1,-1,-5,-7.5,-156.25,-6.25,0,7,9,63,1,0,0,0,0,0,1,1,0,0,1,0,147.5,151,0,7.04014419597143,10.03,1,112,21112,10,,-30.0885075580403,-30.0885075580403,-30.0885075580403,-30.0885075580403,-30.0885075580403
,Morgan St.,AWAY,MEAC,Longwood,Big South,"Nov 9, 2024","Farmville, VA","3,246",1,0,1,0,1,1,1,1,0,1,0,0,-0.5,-0.25,0,-18,11.5,-42.25,12.25,0,3,23,69,0,0,0,0,0,0,0,0,0,0,0,0,152.5,150,0,7.05881437177143,10.03,1,212,22212,15,,3.21645814371771,3.21645814371771,3.21645814371771,3.21645814371771,3.21645814371771
,Morgan St.,HOME,MEAC,NJIT,American East,"Nov 16, 2024","Baltimore, MD",127,1,0,0,0,0,0,1,0,3,0,0,0,0.5,0.25,-4,12,-6.5,30.25,240.25,1,12,14,168,0,0,0,0,0,0,0,1,1,0,1,0,143.5,150,0,0.262007766771429,10.03,1,112,21112,30,,0.738238077667714,0.738238077667714,0.738238077667714,0.738238077667714,0.738238077667714
Mount St. Mary's,,,,,,,,,,,,,,,0.666666666666667,1.33333333333333,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.34710270528511,-25.50441756524,39.4054215914267,32.4681192548862,19.2481067314718
,Mount St. Mary's,AWAY,MAAC,Maryland,Big Ten,"Nov 8, 2024","College Park, MD","11,726",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,-34,23.5,-110.25,-0.25,0,8,40,320,0,0,0,0,0,0,0,0,0,0,0,1,137.5,138,0,4.717643476,13.2,1,211,21211,20,,-25.50441756524,-25.50441756524,-25.50441756524,-25.50441756524,-25.50441756524
,Mount St. Mary's,AWAY,MAAC,Bucknell,Patriot,"Nov 13, 2024","Lewisburg, PA","1,381",1,0,1,0,0,0,1,2,1,0.666666666666667,0,0,-0.166666666666667,-0.0277777777777779,1,4,5.5,90.25,380.25,1,6,15,90,0,1,0,1,0,0,0,1,1,0,1,0,144.5,182,0,24.157792476,13.2,1,212,21212,40,,39.4054215914267,39.4054215914267,39.4054215914267,39.4054215914267,39.4054215914267
,Mount St. Mary's,HOME,MAAC,Saint Francis,NEC,"Nov 16, 2024","Emmitsburg, MD","2,133",1,0,0,0,0,0,1,1,3,0.25,0,0,0.416666666666667,0.173611111111111,-1,8,-7.5,0.25,110.25,1,16,2,32,0,0,0,1,0,0,0,0,0,0,1,0,141.5,124,0,44.4935927507333,13.2,1,112,21112,30,,5.34710270528511,5.34710270528511,5.34710270528511,5.34710270528511,5.34710270528511
Murray St.,,,,,,,,,,,,,,,1,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5653034296139,9.98154819521889,109.149058664009,70.1220191258694,119.130606859228
,Murray St.,AWAY,Missouri Valley,Pittsburgh,WCC,"Nov 8, 2024","Pittsburgh, PA","7,537",1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,-15,12.5,-6.25,56.25,0,4,16,64,0,0,0,0,0,0,0,0,0,0,0,0,151.5,151,0,42.6732195218894,28.209,1,212,21212,20,,9.98154819521889,9.98154819521889,9.98154819521889,9.98154819521889,9.98154819521889
,Murray St.,AWAY,Missouri Valley,Middle Tennessee,CUSA,"Nov 16, 2024","Murfreesboro, TN","3,812",1,0,1,0,0,0,1,3,0,1,0,0,-0.5,-0.25,4,21,4.5,650.25,1260.25,1,21,9,189,0,1,0,0,0,0,0,0,1,1,1,0,145.5,155,0,42.6797664008894,28.209,1,212,21212,70,,109.149058664009,109.149058664009,109.149058664009,109.149058664009,109.149058664009
N.C. State,,,,,,,,,,,,,,,1,0.666666666666667,,,,,,,-0.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.9606016867883,-15.1786120874503,9.25868003825134,12.4350448401448,-12.8805337359873
,N.C. State,HOME,ACC,USC Upstate,Big South,"Nov 4, 2024","Raleigh, NC",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31,-24.5,42.25,272.25,1,33,1,33,0,0,0,0,0,1,0,0,1,0,0,1,147.5,163,0,60.2424038251336,69.682,1,112,21112,10,,9.25868003825134,9.25868003825134,9.25868003825134,9.25868003825134,9.25868003825134
,N.C. State,HOME,ACC,Presbyterian,Ivy,"Nov 8, 2024","Raleigh, NC","12,949",1,0,0,0,0,0,1,1,1,0.5,0,0,0.5,0.25,0,9,-21.5,-156.25,-6.25,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,155.5,153,0,70.16969125497,69.682,1,112,21112,0,,-15.1786120874503,-15.1786120874503,-15.1786120874503,-15.1786120874503,-15.1786120874503
,N.C. State,HOME,ACC,Coastal Carolina,Sun Belt,"Nov 13, 2024","Raleigh, NC","12,425",1,0,0,0,0,0,1,1,1,0.5,0,0,0.5,0.25,-1,12,-19.5,-56.25,6.25,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.5,152,0,70.22473132117,69.682,1,112,21112,5,,-6.9606016867883,-6.9606016867883,-6.9606016867883,-6.9606016867883,-6.9606016867883
Navy,,,,,,,,,,,,,,,1,1.25,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.2158002941275,-51.7333412311671,32.5963522844874,39.377060051044,-29.5685895349347
,Navy,HOME,Patriot,Harvard,Ivy,"Nov 8, 2024","Annapolis, MD","3,010",1,0,0,0,0,0,1,1,0,1,0,0,-1,-1,1,5,-1.5,12.25,182.25,1,9,10,90,0,0,0,1,0,0,0,1,1,0,1,0,136.5,165,0,-24.3148104964631,14.921,1,112,21112,25,,17.9894148950354,17.9894148950354,17.9894148950354,17.9894148950354,17.9894148950354
,Navy,AWAY,Patriot,Saint Joseph's,A10,"Nov 4, 2024","Philadelphia, PA",2305,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-7,15.5,72.25,342.25,1,12,7,84,0,0,0,0,0,0,0,1,1,0,0,0,140.5,133,0,-21.1410715512631,14.921,1,212,21212,15,,32.5963522844874,32.5963522844874,32.5963522844874,32.5963522844874,32.5963522844874
